Category,Experiment,Model,Model_Status,Feature_Count,Threshold,Evaluation_Protocol,Dataset_Split,Metric,Value,Unit,Notes
12. EXPERIMENT / ABLATION RESULTS,+ Single: cosine_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7392,ratio,5-fold cross validation result for feature experiment '+ Single: cosine_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cosine_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3576,ratio,5-fold cross validation result for feature experiment '+ Single: cosine_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cosine_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2701,coefficient,5-fold cross validation result for feature experiment '+ Single: cosine_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6668,score,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0203,score,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6566,score,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.021,score,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.482,score,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7389,ratio,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3585,ratio,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: sorensen_similarity,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2707,coefficient,5-fold cross validation result for feature experiment '+ Single: sorensen_similarity'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6635,score,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0216,score,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6555,score,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.0206,score,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.4798,score,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7333,ratio,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3576,ratio,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_promoted_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2653,coefficient,5-fold cross validation result for feature experiment '+ Single: hub_promoted_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6664,score,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0226,score,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6563,score,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.0215,score,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.476,score,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7407,ratio,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3517,ratio,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: hub_depressed_index,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2687,coefficient,5-fold cross validation result for feature experiment '+ Single: hub_depressed_index'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6641,score,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0229,score,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6525,score,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.0204,score,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.4862,score,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7409,ratio,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3627,ratio,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: degree_diff_norm,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2747,coefficient,5-fold cross validation result for feature experiment '+ Single: degree_diff_norm'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6656,score,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0209,score,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6555,score,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.0192,score,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.4825,score,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7421,ratio,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3585,ratio,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: vouched_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2732,coefficient,5-fold cross validation result for feature experiment '+ Single: vouched_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6657,score,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0186,score,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6543,score,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.017,score,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.4776,score,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7327,ratio,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3551,ratio,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: transacted_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2631,coefficient,5-fold cross validation result for feature experiment '+ Single: transacted_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6656,score,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0195,score,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6545,score,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.0201,score,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.4829,score,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7377,ratio,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3602,ratio,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: cooccurred_common_count,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2702,coefficient,5-fold cross validation result for feature experiment '+ Single: cooccurred_common_count'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6644,score,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Std,0.0224,score,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6577,score,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Std,0.0205,score,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.4773,score,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Precision_Mean,0.7357,ratio,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_Recall_Mean,0.3542,ratio,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,+ Single: market_overlap_ratio,RandomForestClassifier,Research Candidate,18,N/A,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2655,coefficient,5-fold cross validation result for feature experiment '+ Single: market_overlap_ratio'
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #01: n_est=80, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6993,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #01: n_est=80, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6605,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #01: n_est=80, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5587,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #01: n_est=80, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2865,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #02: n_est=100, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6997,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #02: n_est=100, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6612,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #02: n_est=100, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5569,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #02: n_est=100, depth=6, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2816,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #03: n_est=100, depth=8, split=4, leaf=1, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6898,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #03: n_est=100, depth=8, split=4, leaf=1, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6539,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #03: n_est=100, depth=8, split=4, leaf=1, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5552,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #03: n_est=100, depth=8, split=4, leaf=1, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.266,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #04: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6885,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #04: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6529,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #04: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5643,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #04: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2786,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #05: n_est=200, depth=8, split=6, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6904,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #05: n_est=200, depth=8, split=6, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6549,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #05: n_est=200, depth=8, split=6, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5587,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #05: n_est=200, depth=8, split=6, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2731,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #06: n_est=150, depth=10, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6836,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #06: n_est=150, depth=10, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6519,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #06: n_est=150, depth=10, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5622,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #06: n_est=150, depth=10, split=4, leaf=2, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2615,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #07: n_est=150, depth=8, split=4, leaf=2, feat=log2, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6885,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #07: n_est=150, depth=8, split=4, leaf=2, feat=log2, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6529,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #07: n_est=150, depth=8, split=4, leaf=2, feat=log2, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5643,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #07: n_est=150, depth=8, split=4, leaf=2, feat=log2, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2786,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #08: n_est=150, depth=8, split=4, leaf=2, feat=0.5, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.678,score,Hyperparameter search candidate for Random Forest on 14 features
